yue	eng
其實 我 想 留 耐 啲 我 喺 波斯灣 生活 同 教書 已經 超過 30 年 啦 掌聲 呢 30 年 裏面 我 睇到 好多 變化 宜家 呢份數 據 幾 嚇 人 而 我 今日 要 講嘅 係 語言 消失 同埋 英語 全球化 我 想 講 一 講 我 朋友 喺 阿布扎比 教 大人 英文 喺 一個 晴天 嘅 日子 佢 帶 學生 去 花園 喺嗰度 教學 生 一啲 大自然 嘅 詞彙 但 最後 卻 變成 我 朋友 學 曬 所有 當地 植物 嘅 阿拉伯 名 同埋 植物 用途 例如 用 喺 藥物 化妝品 烹飪 用途 草藥 呢啲 學生 點樣 得到 呢啲 知識 嘅呢 當然 係由 佢哋 嘅 祖父母 甚至 曾祖父母 獲得 架 啦 所以 跨 世代 溝通 我 唔 需 多 講 有 幾重 要	Well actually I hope for a while longer yet I have been living and teaching in the Gulf for over 30 years Applause And in that time I have seen a lot of changes Now that statistic is quite shocking And I want to talk to you today about language loss and the globalization of English I want to tell you about my friend who was teaching English to adults in Abu Dhabi And one fine day she decided to take them into the garden to teach them some nature vocabulary But it was she who ended up learning all the Arabic words for the local plants as well as their uses medicinal uses cosmetics cooking herbal How did those students get all that knowledge Of course from their grandparents and even their great grandparents It s not necessary to tell you how important it is to be able to communicate across generations
喺 全國各地 有成 百 上 千 嘅 例子 我 受 佢哋 嘅 故事 啟 發 因為 呢個 模式 真係 可以 取代 我哋 現有 嘅 經濟制度 一個 剝削 我哋 嘅 經濟制度 佢 又 可以 取代 巨額 投資人 同 喺 我哋 嘅 社區 嘅 連鎖店 或者 大 商店 因為 老實講 宜家 嘅 發展 模式 喺度 偷 我哋 社區 嘅 資源 佢哋 使 家庭 式 小 商店 倒閉 將 可以 成為 企業家 嘅人 變成 廉價 工 從 我哋 嘅 褲袋 攞錢 去 佢哋 嘅 股東	Now there s hundreds of more examples of companies like this springing up all across the country And I m so inspired by what they re doing because it really represents an alternative to the type of economy we have now which exploits all of us It also represents an alternative to waiting around for big investors to bring chain stores or big box stores to our communities because honestly those types of developments they steal resources from our communities They put our mom and pop shops out of business they make our entrepreneurs into wage workers and they take money out of our pocket and send it to their shareholders
安全套 嘅 名 包括 生活	or Trust
我 去 咗 60 幾個 國家	and I ve been to over 60 countries
係唔係 呀 冇點 你 㗎 係 其中 一間 呀	See Here s one of them
不過 你 可能 唔知	But what you may not know
鼓掌	Applause
在 高速公路 上 被 發現 截 停	was spotted and stopped on the highway
我 見到 養父 畀咗 我 最後 一 隻 雞翼	I was so happy
你 12 歲 嗰 年 個 禮拜二 係咪 日本 喺度 讀書 成績 優異	You came to Japan at 12 You were educated here and good at academics
年紀 老邁 嘅 長者 過嚟 問 我	would be reflected in the college
美國 的 農夫 建築業 者 企業家 生產者	Our tools are being made
我們 相愛	We are in love
因為 呢個 計劃	because for that project
事實上 我哋 亦都 喺 TEEB 計劃 裏邊 做 過	that means at the business sector level is important
人人 都 話 你 知	People tell you this one thing
但 其實 一 開始 嘅時候	But originally this had nothing to do
我 唔明 喎	Excuse me
因為 你 有 唔同 嘅 惗 法	because you present a different point of view
我 做 了 這些 儀式 這些 聖經 上 的 儀式	doing all these rituals these biblical rituals
我哋 喺 好多 地方 都 係 包尾	And we are last place in so many things
佢 係 逆向歧視 主義 嘅人	Oh my God she s a reverse racist
行過 咗 中東	Middle East
她 問 我 你 係 點樣 定義 種族	and she asked me How would you define race
笑聲	Laughter
宜家 一萬 七千 個 經理 裏面	So we know for our 17 000 managers across IKEA
所以 佢 係 殭屍 a 同埋 黑幫 家 嚟嘅 資料 連埋 美術 手上 面 各位 園區 健康 同埋 嘅 證據	He kept evidence about CIA s dealings with the gang and the senator as protection in case Ito found out about him and Miyuki
同 全人 類 嘅 命運	and the fate of all of humanity
由 密 克 羅 西 尼 亞	all the way from Micronesia
但 大概 從 五 歲 開始	But from about the age of five
我哋 有 幾 唔同	So how are they different
但 唔識得 用 新 科技 去 寫嘢 一樣	but not write with new technologies
係 呢段 時間 你 從來 都 無 諗過	During that time you haven t thought about
攻擊 警察 同 消防隊	attacking the cops and the firemen
費事 阻住 地球 運行 㗎嘛	Three people are too crowded
我 利用 我哋 嘅 圖表 設計 部	was we went and I got our graphic design department
就 收錄 著 文明 開創 的 成套 設備	is effectively a civilization starter kit
最近 中國 環保部 同 美國 駐北京 大使館 發生 咗 好 有趣 嘅事 環保部 鬧 美國 大使館 干涉 中國 內政 指責 大使館 公佈 咗 北京 嘅 空氣污染 指數 根據 大使館 嘅 數據 PM 2 5 指數 有 148 即係 對於 身體 敏感 嘅人 嚟講 係 危險 水平 所以 大使館 建議 大家 唔好 出街 但係 中國 環保部 公佈 嘅 數字 係 50 中國政府 話 空氣 質素 好好 大家 應該 出街 行下 但係 99 嘅 中國 微博 博客 都 選擇 相信 大使館 嘅 數據 我 住喺 北京 嘅 每日 我 都 係 睇 美國 大使館 公佈 嘅 數據 嚟 決定 我 打 唔 打開 窗 好	And also recently very funny debate between the Beijing Environment Ministry and the American Embassy in Beijing because the Ministry blamed the American Embassy for intervening in Chinese internal politics by disclosing the air quality data of Beijing So the up is the Embassy data the PM 2 5 He showed 148 they showed it s dangerous for the sensitive group So a suggestion it s not good to go outside But that is the Ministry s data He shows 50 He says it s good It s good to go outside But 99 percent of Chinese microbloggers stand firmly on the Embassy s side I live in Beijing Every day I just watch the American Embassy s data to decide whether I should open my window
仲 停留 在 非常 粗糙 嘅 階段	at this point in time
咁好 奇怪	That s outrageous
所以 第一 條規 則 係 被 組合 嘅 相片 需要 有 同樣 嘅 拍攝 視角 第二 組合 嘅 相片 需要 有 同樣 類型 嘅 光線 呢 兩 張圖 片 都 滿足 咗 呢 兩 項 要求 喺 同樣 嘅 高度 影 嘅 有 同樣 嘅 光線 第三 項 規則 在於 設法 使到 兩 張圖 片 連接 得 天衣無縫 睇唔到 分界 令到 人哋 講 唔出 張相 係點 樣 合成 透過 將 兩 張圖 片 喺 交界處 嘅 顏色 對比度 同 亮度 整到 一樣 再加上 一啲 圖像 嘅 缺陷 譬如 景深 不飽和 顏色 同 雜 訊 我哋 消除 咗 圖像 之間 嘅 邊界 令 佢 望 落去 好似 一張 相 咁 而 每一 張相 可能 含 少 包 至 過 百 層 嘅 圖片	So the first rule is that photos combined should have the same perspective Secondly photos combined should have the same type of light And these two images both fulfill these two requirements shot at the same height and in the same type of light The third one is about making it impossible to distinguish where the different images begin and end by making it seamless Make it impossible to say how the image actually was composed So by matching color contrast and brightness in the borders between the different images adding photographic defects like depth of field desaturated colors and noise we erase the borders between the different images and make it look like one single image despite the fact that one image can contain hundreds of layers basically
做 兩 億 離 鄉 打工 族 中	Among the 200 million migrant workers
佢哋 一定 諗 點解 無 充氣 城堡	why there was no bouncy castle
被 軍隊 扣押	were detained by the army
掌聲	Applause
但係 嗰 兩 個 咁犀利 嘅 國際 審查 政策	But those two very smart international censorship policies
當 我 展望未來 我 希望 佢 我 嘅 女 二 三十 年 之後 企 喺 呢個 舞臺 上 因為 自己 係 佢 父母 嘅 女 而 自豪	As I look to the future my hopes for my daughter when she stands on this stage some 20 30 years from now are that she be as proud to call herself her mother s daughter as her father s daughter
呢啲嘢 食 都 會 拿 你 命	the very stuff that will kill you
好 撚 凍	Freezing cold
用 三角 定位 的 方式 找出	then triangulates the source
生搬硬套 墨守 陳規	memorization and standardization
並 運用 佢	and finally applied it
因為 我 是 個 工作狂 當 我 有了 這樣 的 一天	because I am a workaholic so having this one day
咁 如果 我 要 比喻 國際 乾 預 我哋 可以 將 佢 想像 成 山地 救援 點解 係 山地 救援 因為 當 人 講起 國際 乾 預 佢哋 會 想像出 一啲 科學 理論 蘭 德 公司 搜集 咗 43 個 叛亂 嘅 先例 建立 出 一條數 學 公式 話 俾 你 知 每 20 個 居民 就要 有 一個 受 過 訓練 嘅 反叛 亂 部隊 成員 呢個 睇法 係 錯 架 你 應該 將 山地 救援 睇法 擺落 呢件事 度	So if I can finish with a metaphor for intervention what we need to think of is something like mountain rescue Why mountain rescue Because when people talk about intervention they imagine that some scientific theory the Rand Corporation goes around counting 43 previous insurgencies producing mathematical formula saying you need one trained counter insurgent for every 20 members of the population This is the wrong way of looking at it You need to look at it in the way that you look at mountain rescue
形成 一個 新嘅 公共 空間	created a great new public space
我哋 所 信奉 嘅 神馬 爾 杜 克 召喚 居魯士	Marduk we hold called Cyrus by his name
就 答應 咗 死神 幾年 之後 仔仔 大個 咗 成為 一個 胸懷大志 嘅 年輕人 死神 契 爸 都 依照 約定 嚟 搵 佢 佢 瘦骨嶙峋 嘅 手 揸住 一個 樽 仔 話 樽 仔 入面 嘅 藥水 係 人類 疾病 嘅 終極 解藥 死神 將 呢個 解藥 送 畀 契仔 同 佢 講 揸住 呢個 終極 解藥 你 會 成為 一個 成功 嘅 醫生	Years later when the child had grown into an ambitious young man his skeletal Godfather came for his promised visit In his gnarled hand he held a flask containing the cure for all human ailments Death had brought this flask for his Godson promising to make him a successful doctor But the powerful potion came with very strict rules
就 好似 雖然 旋律 發生 咗 改變	Throughout a song melodies develop
我 十分 關注 原教旨主義 嘅 興起	I m concerned about the rise of fundamentalism
同時 前所未有 咁 改變 氣候	and changing the climate like never before
我 有 呢個 諗法 嘅時候 係 冬天	But it does require a lot of planning
你 話 俾 TED 班人 知 我 唔出 現 啦	tell the TED guys I just won t show up
只不過 我哋 未 懂得 點樣 去 有效 利用 佢	We don t really know how to manipulate it though that well
所以 依啲 其實 喺 認知 心理學	So it really was cognitive psychology
多謝	Thank you
係 6 個 朋友 嘅 幫助 之下 我哋 完成 左 面對面	We did Face 2 Face with only six friends
仲有 志願者 去 截 停 部 貨車	and offering volunteer work to stop that truck
Google 嘅 夥計 多謝 曬	So to the folks from Google thank you
我 做 的 第一 件 事 就係 搵 一 疊 聖經	The first thing I did was I got a stack of bibles
我 我 昨天 同 佢 一齊 吃 午餐	And I had lunch with her yesterday
甜 夾心餅 薯片 芝士 醬 呢啲嘢 都 未有	The Pop Tart the Pringle Cheez Whiz none of that stuff
